Rank,Name,Tags,Rating
63,SK8 the Infinity,"high school student reki and langa are hook on one thing—a dangerous, top secret, no-holds-bar downhil skateboard race call “s.” when reki take langa, a transfer student, to the mountain where “s” is held, langa find himself suck in. these color skater will take you through a thrill stori of skateboard battl and unlimit possibilities! hirokoutsumi comedi sport race origin work emot abuse, matur themes, physic abuse, domest abus 2021 miniseri highrank",4.38
64,Hajime no Ippo: The Fighting!,"ippo makunouchi is a loser. he ha no friends, he spend hi free time help hi mom with work, and he constantli be beaten up by bullies. but that all chang when one day he save from anoth beat by takamura, an up-and-com boxer. soon, ippo turn hi life around with a passion for the newli discov sport, but hi new lifestyl is far from easy! befor he can even dream of becom champion, hell have to overcom a slew of fierc rival and learn what dedic realli means. georgemorikawa action drama shounen sport box hand to hand combat weak to strong base on a manga 2000 longseri highrank",4.38
65,Code Geass: Lelouch of the Rebellion,"in 2010, the britannian empir enslav japan use power mecha known as knightmares; in the aftermath japan wa renam area 11, and it peopl began a hard and terribl existence. lelouch, a britannian student live in area 11, ha grown up hate the empir and everyth it stand for. one day, in the middl of a terrorist attack, lelouch meet a mysteri girl who grant him the abil to control minds. can he use hi new power to fight for freedom, or will hi hatr twist hi good intent into mindless act of vengeance? goroutaniguchi mecha sci fi conspiraci mind game overpow main charact polit psycholog real robot rebellion reveng rivalri royalti secret ident superpow terror origin work nudity, violenc 2006 longseri highrank",4.38
66,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,"after 30 day of travel across the world, plagu with countless battles, jotaro and hi companion have final arriv in egypt! now onli the strongest stand user remain to rebuff our hero final march on cairo: the nine egyptian gods, dio most zealou servants. will the joestar line fall to the monstrou vampire, or can jotaro defeat dio and save hi mother life? hirohikoaraki action adventur comedi shounen monster-of-the-week proxi battl supernatur base on a manga anim abuse, explicit violence, matur theme 2015 courseri highrank",4.37
67,Yona of the Dawn: Zeno Arc,"the two anim episod will complet cover the zeno arc, which tell the backstori of the charact zeno. mizuhokusanagi action adventur drama fantasi romanc shoujo death of a love one orphan polit royalti base on a manga violenc 2016 ova highrank",4.37
68,JoJo's Bizarre Adventure: Diamond is Unbreakable,"it ha been 11 year sinc the defeat of the joestar arch nemesis, dio. in 1999, jotaro kujo went to morioh in s citi in m prefecture, japan, to find hi grandfather, joseph joestar secret child, josuk higashikata. however, josuk had the same abil as jotaro, the stand. and as though jotaro wa summon them, a new group of stand user start to make their moves. there someth in thi town... josuk rise up to save morioh, hi hometown that he grew up in. hirohikoaraki action mysteri shounen proxi battl supernatur base on a manga anim abuse, matur themes, violenc 2016 longseri highrank",4.37
69,Kamisama Kiss: Kako-hen,"the\xa0oad\xa0wil adapt the past arc, which span from mid-volum 14 to volum 17 in the manga. juliettasuzuki comedi romanc shoujo anim characterist interspeci relationship japanes mytholog master-serv relationship non-human protagonist base on a manga 2015 ova highrank",4.37
70,Hajime no Ippo: New Challenger,"ippo continu hi career as a profession boxer, tri to live up to hi role as the japanes champion. now that a new gener look up to him as both a role model and a target - even though he still a littl green behind the ear himself - ippo must develop hi skill both insid and outsid the ring. can the kind ippo ruthlessli crush hi challeng and be a man hi younger peer can look up to? and ultimately, can he take hi skill to the level where he can follow in date eiji footstep and aim for the intern title? pro box is a difficult sport; ippo and hi friend - even the mighti kimura, must surviv in a competet world where all other must fall in order for one to rise to the top... georgemorikawa action drama shounen sport box hand to hand combat tournament base on a manga 2009 longseri highrank",4.37
71,Mushishi Zoku Shou 2nd Season,continu of mushishi zoku shou. yukiurushibara fantasi seinen episod iyashikei supernatur base on a manga 2014 miniseri highrank,4.37
72,Attack on Titan,"over a centuri ago, mankind wa devour by giant be of unknown intellig and origin known as titan – creatur that eat human aliv indiscrimin and for no appar reason. the remain popul ha manag to surviv the last hundr year onli by build a multi-wal citi capabl of keep the titan at bay, train militari recruit to patrol the perimet and gather intellig about their mysteri foe. eren and mikasa have live a rel peac life behind the citi walls, but when a massiv titan appears, smash the outer barrier and unleash a wave of terror, their live are brutal chang forever... hajimeisayama action fantasi horror shounen dark fantasi death of a love one isol societi militari outsid world overpow main charact post-apocalypt reveng base on a manga cannibalism, explicit violence, matur themes, suicid 2013 longseri highrank",4.37
73,Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun,"the ova will look back at the spring tournament primaries, and featur interview with the players. haruichifurud shounen sport recap volleybal base on a manga 2017 movi highrank",4.37
74,Kaguya-sama: Love Is War?,"the battl between love and pride continues! neither kaguya nor shirogan ha made a move, but new friend and rival just might push them closer. akaakasaka comedi drama romanc seinen episod love confess mind game school life student council base on a manga 2020 miniseri highrank",4.37
75,Gintama: Porori-hen,sixth\xa0season of gintama. hideakisorachi action comedi drama sci fi shounen alien crude feudal japan gag samurai slapstick swordplay base on a manga 2017 miniseri highrank,4.36
76,March Comes in like a Lion 2nd Season,"rei continu to\xa0work hard at improv hi shogi skills, determin to win competitions. when he learn that one of the kawamoto sister is face a\xa0crisis, he want to do everyth he can to help, includ find a way to use hi shogi win to pay them back for all theyv done to save him from\xa0hi pain and loneliness.\xa0meanwhile, rei self-appoint rival nikaid face a crisi of hi own when hi poor health take a turn for the worse. chicaumino drama seinen slice of life board game melancholi orphan psycholog base on a manga bullying, emot abus 2017 courseri highrank",4.36
77,Natsume's Book of Friends Season 3,"takashi natsum see spirits, and with the help of hi lazi and sake-guzzl bodyguard nyanko-sensei he return to spirit their name that were stolen by hi grandmoth reiko natsume. not all of the spirit are peac though, and he often fight to keep himself and hi famili and friend safe while at the same time fight the loneli that plagu him befor he found hi home. yukimidorikawa drama shoujo slice of life bodyguard cat countrysid episod iyashikei japanes mytholog orphan supernatur youkai base on a manga 2011 miniseri highrank",4.36
78,Attack on Titan 2nd Season,"eren jaeger swore to wipe out everi last titan, but in a battl for hi life he wound up becom the thing he hate most. with hi new powers, he fight for human freedom face the monster that threaten hi home. after a bittersweet victori against the femal titan, eren find no time to rest—a hord of titan is approach wall rose and the battl for human continues! hajimeisayama action fantasi horror shounen dark fantasi isol societi militari outsid world overpow main charact post-apocalypt base on a manga cannibalism, explicit violenc 2017 miniseri highrank",4.36
79,I Want to Eat Your Pancreas,"an\xa0unnam protagonist happen to find a diari in a hospit one day. the diari belong to hi classmate, a girl name sakura yamauchi, who is reveal to be suffer from a termin ill in her pancreas, and who onli ha a few month left to live. sakura explain that the protagonist is the onli person apart from her famili that know about her condition. the protagonist promis to keep sakura secret. despit their complet opposit personalities, the protagonist decid to be togeth with sakura dure her last few months. yorusumino drama romanc seinen come of age ill opposit attract school life base on a novel 2018 movi highrank",4.36
80,Rascal Does Not Dream of a Dreaming Girl,"in fujisawa, where the sky are bright and the sea glisten, sakuta azusagawa is in hi second year of high school. hi bliss day with hi girlfriend and upperclassman, mai sakurajima, are interrupt with the appear of hi first crush, shoko makinohara. for reason unknown, he encount two shoko-s: one in middl school and anoth who ha becom an adult. as sakuta find himself helplessli live with the shoko-s, the adult shoko lead him around by the nose, caus a huge rift in hi relationship with mai. in the midst of all of this, he discov that the middl school shoko is suffer from a grave ill and hi scar begin to throb... hajimekamoshida drama romanc ill senpai-kouhai relationship supernatur time travel base on a light novel 2019 movi highrank",4.36
81,Given Movie,"haruki secretli ha had feel for akihiko for years, but akihiko wa still in a relationship with hi roommate, the violinist ugetsu murata. haruki, akihiko, and ugetsu love clash on the big screen and start to move forward. natsukikizu bl drama romanc shounen-ai adult coupl codepend love triangl matur romanc music base on a manga emot abuse, matur themes, physic abuse, sexual abuse, sexual content 2020 movi highrank",4.36
